UBIGEO,NOM_DPTO,NOM_PROV,NOM_DIST,IDH,quintil_idh,ingreso_per_capita,esperanza_vida,anios_educacion,pct_secundaria_completa,POB_HAB,IDH_RANK
160804,LORETO,PUTUMAYO,YAGUAS,0.472306,4,1181.878633,76.628272,5.408872,27.251144,1091,579
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,0.47152,4,680.144489,78.211094,5.494598,78.404761,568,580
180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,0.470979,4,641.465169,79.593742,6.903915,60.594469,2451,581
080903,CUSCO,LA CONVENCION,HUAYOPATA,0.470694,4,653.417532,76.794062,7.141255,61.644246,3283,582
021001,ANCASH,HUARI,HUARI,0.470602,4,695.843641,75.173382,7.93194,50.050191,9915,583
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,0.470309,4,742.49898,74.911765,6.365443,59.045224,44335,584
060401,CAJAMARCA,CHOTA,CHOTA,0.470088,4,756.997154,72.660814,6.163018,64.880835,46091,585
210709,PUNO,LAMPA,SANTA LUCIA,0.46986,4,610.391633,78.422899,6.991928,68.127865,6939,586
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,0.469791,4,713.668006,71.895095,7.254681,60.438561,11722,587
040504,AREQUIPA,CAYLLOMA,CALLALLI,0.46977,4,746.030997,81.279823,5.826975,51.769651,1374,588
021402,ANCASH,OCROS,ACAS,0.46914,4,514.411598,81.268993,8.07457,72.527156,991,589
020907,ANCASH,CORONGO,YUPAN,0.469109,4,800.537122,74.094735,8.079575,37.319231,983,590
200110,PIURA,PIURA,LA UNION,0.468774,4,672.800358,76.402598,6.714528,62.399997,43346,591
021012,ANCASH,HUARI,RAHUAPAMPA,0.468768,4,677.531455,75.77956,8.576283,45.689488,775,592
040506,AREQUIPA,CAYLLOMA,COPORAQUE,0.468747,4,699.684959,77.734119,6.734476,54.349899,1371,593
130809,LA LIBERTAD,PATAZ,PATAZ,0.468629,4,878.265232,72.393478,6.687777,42.142852,9440,594
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,0.468528,4,617.471591,81.837469,6.037752,70.743058,1752,595
120433,JUNIN,JAUJA,YAULI,0.467765,4,692.036309,68.554271,7.474379,70.021885,897,596
010203,AMAZONAS,BAGUA,COPALLIN,0.467245,4,859.41873,74.219152,5.534054,52.571361,4605,597
080708,CUSCO,CHUMBIVILCAS,VELILLE,0.467026,4,760.931663,65.523771,7.074467,70.612732,9066,598
020602,ANCASH,CARHUAZ,ACOPAMPA,0.466981,4,608.649905,79.267336,6.514446,70.504526,2517,599
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,0.466905,4,578.191303,79.349655,7.152805,68.978475,11371,600
050901,AYACUCHO,SUCRE,QUEROBAMBA,0.466643,4,698.206905,72.787908,7.654943,54.534792,2556,601
120208,JUNIN,CONCEPCION,MANZANARES,0.466591,4,538.459761,75.079986,8.904987,70.960888,1293,602
200504,PIURA,PAITA,COLAN,0.466561,4,653.30144,82.144677,6.549253,54.037885,13499,603
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,0.466464,4,777.775021,75.485836,6.566856,47.73596,1374,604
120903,JUNIN,CHUPACA,CHONGOS BAJO,0.465817,4,627.366552,71.989947,8.017015,65.878647,3892,605
021702,ANCASH,RECUAY,CATAC,0.46548,4,613.215157,71.108003,8.000202,71.695695,3873,606
200401,PIURA,MORROPON,CHULUCANAS,0.465375,4,701.908826,74.196667,6.596218,61.113714,75914,607
210706,PUNO,LAMPA,PALCA,0.465326,4,566.861795,79.128573,7.353746,68.506619,1923,608
021701,ANCASH,RECUAY,RECUAY,0.464622,4,657.063195,69.282327,7.720871,69.551916,3960,609
021410,ANCASH,OCROS,SANTIAGO DE CHILCAS,0.464425,4,669.443886,80.408698,6.430094,54.473521,390,610
040403,AREQUIPA,CASTILLA,AYO,0.464133,4,789.160541,72.565485,7.899842,39.559309,320,611
210707,PUNO,LAMPA,PARATIA,0.463608,4,564.917345,79.978947,7.139758,68.045386,7278,612
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,0.463327,4,828.868917,77.915953,5.723771,44.378937,4821,613
040508,AREQUIPA,CAYLLOMA,HUANCA,0.463322,4,668.769157,77.531365,6.210723,62.85078,951,614
120410,JUNIN,JAUJA,HUERTAS,0.463146,4,617.812691,70.338386,8.633217,64.256688,1705,615
211207,PUNO,SANDIA,SAN JUAN DEL ORO,0.462952,4,570.165525,73.614406,7.774248,75.622876,7846,616
081201,CUSCO,QUISPICANCHI,URCOS,0.462918,4,719.102371,65.566579,7.251715,72.801394,7986,617
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,0.462771,4,753.631902,79.246675,6.051011,47.22484,280,618
120128,JUNIN,HUANCAYO,QUILCAS,0.462722,4,653.758343,71.382472,7.246178,67.9676,4151,619
060301,CAJAMARCA,CELENDIN,CELENDIN,0.462643,4,697.178026,68.553065,7.360221,65.85969,29011,620
050603,AYACUCHO,LUCANAS,CABANA,0.462482,4,574.125807,71.886796,8.193482,74.400505,4068,621
120403,JUNIN,JAUJA,APATA,0.461935,4,674.40732,69.780541,6.895745,72.238772,3234,622
030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,0.461901,4,577.059207,78.591683,6.822215,71.176219,27075,623
020905,ANCASH,CORONGO,LA PAMPA,0.461737,4,751.687361,72.544878,6.925729,50.579177,817,624
200402,PIURA,MORROPON,BUENOS AIRES,0.461171,4,701.659112,75.102498,6.354219,58.81052,7773,625
050610,AYACUCHO,LUCANAS,LLAUTA,0.460853,4,732.976327,66.836266,7.098432,65.866739,804,626
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,0.460806,4,651.78344,75.075254,7.368277,55.988543,7702,627
021710,ANCASH,RECUAY,TICAPAMPA,0.460804,4,625.340485,70.022616,7.842516,69.668617,2189,628
020506,ANCASH,BOLOGNESI,CANIS,0.460564,4,580.354123,71.366148,8.120461,73.359423,1002,629
210309,PUNO,CARABAYA,SAN GABAN,0.460549,4,704.796776,64.713029,7.395117,74.871351,5358,630
020804,ANCASH,CASMA,YAUTAN,0.460431,4,695.726022,79.999245,6.100264,52.114607,8572,631
040517,AREQUIPA,CAYLLOMA,TISCO,0.460394,4,672.199185,85.0,5.753502,51.18797,1158,632
200114,PIURA,PIURA,TAMBO GRANDE,0.459858,4,729.672083,80.722021,5.653891,50.868865,125430,633
020201,ANCASH,AIJA,AIJA,0.458816,4,699.804467,63.316646,8.836072,63.469151,1790,634
020610,ANCASH,CARHUAZ,TINCO,0.458798,4,554.08085,78.553578,6.79823,75.004901,3285,635
150708,LIMA,HUAROCHIRI,HUANZA,0.458454,4,541.036741,75.280441,8.684871,64.705885,2257,636
040312,AREQUIPA,CARAVELI,QUICACHA,0.458186,4,677.654611,84.055316,7.023671,38.196593,1907,637
150712,LIMA,HUAROCHIRI,LARAOS,0.457538,4,531.418429,78.338724,10.055729,49.232739,1910,638
080401,CUSCO,CALCA,CALCA,0.456296,4,649.104522,70.991441,7.768452,58.884867,23833,639
081203,CUSCO,QUISPICANCHI,CAMANTI,0.456269,4,858.410439,57.228144,7.857171,65.702088,2072,640
050705,AYACUCHO,PARINACOCHAS,PULLO,0.455997,4,830.473735,60.404133,7.11779,66.207676,5972,641
040605,AREQUIPA,CONDESUYOS,IRAY,0.455971,4,654.293943,75.499091,7.741737,48.036618,580,642
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,0.455945,4,558.493912,79.056299,7.078348,66.021261,13004,643
250304,UCAYALI,PADRE ABAD,NESHUYA,0.455819,4,697.907476,82.510539,5.977568,45.883427,7288,644
160801,LORETO,PUTUMAYO,PUTUMAYO,0.455787,4,826.392667,75.819172,6.732779,34.903407,2611,645
120406,JUNIN,JAUJA,CURICACA,0.454564,4,737.237129,68.734448,7.076811,55.056709,1425,646
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,0.454192,4,499.539107,72.030825,8.927997,80.146319,1568,647
140111,LAMBAYEQUE,CHICLAYO,PICSI,0.453863,4,507.282971,80.945201,8.047509,62.24925,10879,648
120423,JUNIN,JAUJA,PACCHA,0.453776,4,667.773054,70.051218,6.899167,65.443531,1268,649
160601,LORETO,UCAYALI,CONTAMANA,0.453418,4,719.659983,68.375745,8.045093,49.004588,27277,650
020505,ANCASH,BOLOGNESI,CAJACAY,0.453116,4,691.804531,69.606971,7.129251,58.767277,1595,651
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,0.453061,4,623.885696,76.602037,6.835929,57.7681,18730,652
020508,ANCASH,BOLOGNESI,HUALLANCA,0.452876,4,795.01672,69.403855,7.286328,42.887819,7349,653
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,0.452649,4,710.030534,79.171322,5.161528,59.439107,15626,654
010702,AMAZONAS,UTCUBAMBA,CAJARURO,0.45171,4,870.082331,71.532891,4.909133,56.203445,24817,655
120502,JUNIN,JUNIN,CARHUAMAYO,0.451502,4,617.113302,71.4197,7.581271,62.33622,6161,656
010301,AMAZONAS,BONGARA,JUMBILLA,0.451394,4,759.009687,70.168582,7.620913,42.20926,1509,657
040503,AREQUIPA,CAYLLOMA,CABANACONDE,0.451223,4,562.2933,76.026146,7.284938,66.025062,2045,658
130110,LA LIBERTAD,TRUJILLO,SIMBAL,0.451137,4,681.437172,77.590107,5.940437,54.722555,4289,659
180203,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,0.450657,4,533.720006,79.529108,7.231121,64.780271,826,660
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,0.450571,4,774.589832,69.546571,6.102777,55.647515,11818,661
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,0.45047,4,612.169644,78.211096,6.956855,53.361276,61517,662
220405,SAN MARTIN,HUALLAGA,SACANCHE,0.450292,4,749.04117,78.092663,6.301912,40.019953,2247,663
160501,LORETO,REQUENA,REQUENA,0.45008,4,643.296912,73.551778,8.533312,43.963489,30040,664
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,0.449822,4,620.658468,81.633363,5.774686,58.848425,1359,665
120112,JUNIN,HUANCAYO,COLCA,0.449673,4,754.688252,71.86157,6.295893,50.218975,1458,666
020112,ANCASH,HUARAZ,TARICA,0.449484,4,641.782521,76.58175,6.12603,60.44533,6290,667
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,0.44941,4,590.169156,75.139994,7.097958,62.33788,9622,668
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,0.449392,4,683.138535,70.5401,6.659012,60.437603,3598,669
050401,AYACUCHO,HUANTA,HUANTA,0.449341,4,554.528815,74.144342,7.465487,69.22697,45976,670
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,0.448898,4,716.252056,72.322332,6.808039,48.830993,32955,671
050905,AYACUCHO,SUCRE,HUACAÑA,0.448875,4,655.875628,73.881523,5.981925,65.963388,543,672
220807,SAN MARTIN,RIOJA,SAN FERNANDO,0.44855,4,799.515964,74.498107,5.620092,46.244993,2965,673
021301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,0.448252,4,644.174013,69.452926,7.976641,55.631432,3252,674
130108,LA LIBERTAD,TRUJILLO,POROTO,0.447986,4,655.291838,78.236887,6.220726,52.083759,2524,675
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,0.447968,4,698.330907,63.308821,7.580798,67.24479,5653,676
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,0.447935,4,705.437717,68.901664,7.89534,47.516048,1392,677
101004,HUANUCO,LAURICOCHA,QUEROPALCA,0.447781,4,599.532307,71.484679,8.565457,53.743337,2484,678
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,0.447631,4,737.662341,71.259491,7.351333,42.604099,374,679
081208,CUSCO,QUISPICANCHI,LUCRE,0.447547,4,772.358632,60.131655,7.651721,63.565219,4268,680
150406,LIMA,CANTA,SAN BUENAVENTURA,0.446731,4,490.372793,76.02901,8.478891,68.458283,533,681
080301,CUSCO,ANTA,ANTA,0.446163,4,534.399353,73.215027,7.637017,72.399283,18329,682
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0.446101,4,752.318104,69.295109,6.624356,50.263263,1004,683
200111,PIURA,PIURA,LAS LOMAS,0.446036,4,689.778945,78.781386,5.992154,47.049252,25138,684
210701,PUNO,LAMPA,LAMPA,0.445175,4,577.317346,70.988691,7.6347,66.616084,10294,685
120122,JUNIN,HUANCAYO,INGENIO,0.445106,4,655.907381,72.90993,6.160521,62.598537,2246,686
221003,SAN MARTIN,TOCACHE,POLVORA,0.444273,4,784.525279,68.427603,5.92038,54.711991,13581,687
120422,JUNIN,JAUJA,PACA,0.444032,4,589.141461,72.700634,6.445356,73.349848,759,688
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,0.443691,4,607.596361,73.23232,6.347812,68.317599,11277,689
220808,SAN MARTIN,RIOJA,YORONGOS,0.443437,4,786.259794,72.501262,5.37114,51.930148,3078,690
151015,LIMA,YAUYOS,HUANGASCAR,0.443344,4,552.888007,73.328766,8.226568,58.588012,547,691
100704,HUANUCO,MARAÑON,LA MORADA,0.44317,4,790.538084,69.691774,5.74232,52.350971,2817,692
050621,AYACUCHO,LUCANAS,SANTA LUCIA,0.442814,4,722.374483,64.380291,7.28404,58.278405,889,693
040113,AREQUIPA,AREQUIPA,POCSI,0.442697,4,520.597509,76.598064,7.250893,68.324491,427,694
151026,LIMA,YAUYOS,SAN JOAQUIN,0.441891,4,361.039437,84.218113,9.120827,84.743374,354,695
020601,ANCASH,CARHUAZ,CARHUAZ,0.441798,4,601.90273,76.313927,5.973554,65.399262,15833,696
200803,PIURA,SECHURA,BERNAL,0.441738,4,625.163051,72.777522,7.113445,54.631874,7035,697
250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,0.441129,4,662.652379,83.85372,5.690064,43.119697,4930,698
100201,HUANUCO,AMBO,AMBO,0.440957,4,637.400457,71.993869,6.367924,62.37771,18842,699
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,0.4407,4,690.852757,74.898735,6.196809,48.322917,1760,700
120213,JUNIN,CONCEPCION,ORCOTUNA,0.440693,4,507.286572,77.241995,7.529687,65.231584,4404,701
220401,SAN MARTIN,HUALLAGA,SAPOSOA,0.440564,4,674.076543,75.182162,6.602211,45.987019,11145,702
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,0.439931,4,639.577695,72.679791,7.002022,52.093755,2030,703
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,0.439181,4,610.208576,75.541743,6.489423,56.236342,37112,704
211103,PUNO,SAN ROMAN,CABANILLAS,0.438777,4,506.640767,74.080269,7.48725,72.735718,4885,705
150709,LIMA,HUAROCHIRI,HUAROCHIRI,0.438765,4,467.915876,77.762951,8.810076,60.59414,1102,706
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,0.438436,4,648.08112,76.706224,6.195115,49.954115,31678,707
210201,PUNO,AZANGARO,AZANGARO,0.438409,4,563.541897,66.284084,8.282734,71.452672,28240,708
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,0.43821,4,559.422982,61.45071,8.519664,89.576693,701,709
050613,AYACUCHO,LUCANAS,OTOCA,0.438142,4,752.873152,68.476192,6.262638,50.550182,2471,710
190203,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,0.438059,4,415.423374,74.322639,9.58309,80.101997,3347,711
050301,AYACUCHO,HUANCA SANCOS,SANCOS,0.437809,4,728.107432,72.020355,7.238131,37.871365,3430,712
220806,SAN MARTIN,RIOJA,POSIC,0.437396,4,846.78055,76.331702,5.060708,38.415843,1935,713
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,0.436812,4,674.38397,71.249494,6.625164,51.138032,569,714
150405,LIMA,CANTA,LACHAQUI,0.436413,4,516.945452,74.225095,7.531915,66.518169,766,715
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,0.436269,4,640.03032,73.718113,5.685319,63.44364,9414,716
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,0.436211,4,655.524299,75.910541,6.899543,42.047313,14497,717
021104,ANCASH,HUARMEY,HUAYAN,0.436093,4,616.013886,78.118173,7.186555,41.641554,842,718
210109,PUNO,PUNO,MAÑAZO,0.436076,4,544.940792,71.867165,6.733277,75.802876,5132,719
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,0.435937,4,632.408111,75.169821,4.763482,80.082179,426,720
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,0.435679,4,682.95466,74.616559,5.379434,57.42075,1965,721
050701,AYACUCHO,PARINACOCHAS,CORACORA,0.435593,4,668.610526,58.825028,8.219243,71.962012,14981,722
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,0.435585,4,886.908171,75.296526,5.090118,35.122784,2177,723
020504,ANCASH,BOLOGNESI,AQUIA,0.434959,4,750.182953,71.47514,6.175503,43.512207,1967,724
020502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,0.434687,4,532.057114,69.81422,10.17358,50.434603,935,725
080608,CUSCO,CANCHIS,TINTA,0.433717,4,473.534889,75.15065,7.143524,79.997472,5193,726
020106,ANCASH,HUARAZ,JANGAS,0.432388,4,563.857243,78.798678,6.088318,58.473513,5143,727
211209,PUNO,SANDIA,ALTO INAMBARI,0.432376,4,558.266899,75.249838,6.020914,69.545531,9064,728
120136,JUNIN,HUANCAYO,VIQUES,0.432237,4,513.469196,73.894101,7.14727,69.215666,2367,729
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,0.432088,4,662.077707,76.718936,6.269066,43.003289,13168,730
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,0.431949,4,581.78295,70.597235,7.899489,53.212965,617,731
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,0.430932,4,619.36294,74.268983,6.616124,49.827491,6142,732
190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,0.430736,4,475.44535,70.607247,8.48003,73.596771,11029,733
080309,CUSCO,ANTA,ZURITE,0.429915,4,462.327897,74.259169,7.366336,79.515666,3225,734
080902,CUSCO,LA CONVENCION,ECHARATE,0.429733,4,579.625724,76.159048,6.097265,58.638239,29459,735
020401,ANCASH,ASUNCION,CHACAS,0.429593,4,633.584412,70.825525,6.419234,56.173542,4896,736
120302,JUNIN,CHANCHAMAYO,PERENE,0.429586,4,572.465804,74.5292,6.69766,56.248733,73768,737
120111,JUNIN,HUANCAYO,CHUPURO,0.429226,4,503.342934,71.468195,7.390909,73.353559,1587,738
120604,JUNIN,SATIPO,MAZAMARI,0.428501,4,514.084283,75.410849,7.293281,60.01133,59216,739
081207,CUSCO,QUISPICANCHI,HUARO,0.428371,4,635.22507,66.431878,7.113361,58.40916,4265,740
021705,ANCASH,RECUAY,LLACLLIN,0.428228,4,521.674732,68.749926,7.265243,77.309107,1557,741
080308,CUSCO,ANTA,PUCYURA,0.428173,4,519.900486,78.292923,7.011218,54.999469,3892,742
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,0.427601,4,531.034008,73.572165,6.756412,65.991724,3236,743
100605,HUANUCO,LEONCIO PRADO,LUYANDO,0.426977,4,602.59629,73.179005,6.353019,55.278725,10103,744
020513,ANCASH,BOLOGNESI,PACLLON,0.426941,4,743.834785,72.933887,8.071798,25.981462,1443,745
040404,AREQUIPA,CASTILLA,CHACHAS,0.426815,4,642.398812,79.044236,5.629137,45.51071,1428,746
030712,APURIMAC,GRAU,VILCABAMBA,0.426524,4,503.057324,61.618066,9.423161,83.514849,1310,747
020607,ANCASH,CARHUAZ,PARIAHUANCA,0.426111,4,480.956112,81.041705,5.858702,73.344921,1509,748
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,0.426062,4,522.65916,73.844609,7.544762,57.006329,391,749
021805,ANCASH,SANTA,MORO,0.425985,4,616.649643,77.277446,6.031778,47.436699,7238,750
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,0.425866,3,594.515208,69.142111,6.278265,67.829731,4912,751
040510,AREQUIPA,CAYLLOMA,LARI,0.425704,3,683.262296,81.034134,5.671805,36.186813,1284,752
040511,AREQUIPA,CAYLLOMA,LLUTA,0.425399,3,646.037053,74.266452,6.27488,45.39223,763,753
040808,AREQUIPA,LA UNION,SAYLA,0.425323,3,720.487262,80.417031,7.429194,22.636201,467,754
120405,JUNIN,JAUJA,CANCHAYLLO,0.425123,3,570.062,67.961392,7.80674,57.771004,1564,755
021601,ANCASH,POMABAMBA,POMABAMBA,0.425015,3,565.735057,75.93355,6.544147,52.811766,15624,756
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,0.4245,3,815.363103,72.018932,6.085778,31.500817,3932,757
040410,AREQUIPA,CASTILLA,PAMPACOLCA,0.424237,3,599.258659,73.376659,6.987618,46.846551,1952,758
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,0.424207,3,561.735129,73.211318,6.652262,57.84466,1557,759
100501,HUANUCO,HUAMALIES,LLATA,0.424192,3,584.417375,71.142037,6.543172,59.365139,13538,760
210402,PUNO,CHUCUITO,DESAGUADERO,0.424116,3,431.119867,74.287324,8.070404,75.633406,28096,761
010603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,0.424115,3,548.480747,76.155513,6.282086,58.453608,522,762
150404,LIMA,CANTA,HUAROS,0.424069,3,472.198805,75.996577,7.91694,59.411527,617,763
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,0.423442,3,570.80252,67.936224,7.858708,55.840908,685,764
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,0.423032,3,561.102634,71.364553,6.013571,71.006832,267,765
022001,ANCASH,YUNGAY,YUNGAY,0.422518,3,572.392338,72.007314,6.311615,61.382897,21231,766
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,0.422348,3,654.758036,69.213338,6.076242,54.907874,22806,767
080802,CUSCO,ESPINAR,CONDOROMA,0.422208,3,607.12806,68.536442,6.22841,64.038906,1204,768
080912,CUSCO,LA CONVENCION,VILLA VIRGEN,0.421802,3,608.680218,76.612613,6.027444,47.200672,2143,769
220105,SAN MARTIN,MOYOBAMBA,SORITOR,0.420927,3,689.45386,73.35517,5.548165,46.026177,31718,770
021703,ANCASH,RECUAY,COTAPARACO,0.420817,3,605.59014,68.503789,8.285705,43.164252,522,771
101002,HUANUCO,LAURICOCHA,BAÑOS,0.420447,3,542.088551,68.261758,7.282866,65.029437,5227,772
050605,AYACUCHO,LUCANAS,CHAVIÑA,0.42024,3,578.825038,71.475532,6.723796,54.393178,1802,773
150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,0.420072,3,505.574184,69.565389,7.622256,66.653554,1343,774
120702,JUNIN,TARMA,ACOBAMBA,0.419982,3,489.586568,73.154191,7.228365,65.529955,11238,775
060411,CAJAMARCA,CHOTA,LLAMA,0.419871,3,608.815466,71.07711,5.455994,66.588102,7079,776
160301,LORETO,LORETO,NAUTA,0.419285,3,598.433758,71.770121,6.843367,48.188039,28374,777
030601,APURIMAC,CHINCHEROS,CHINCHEROS,0.419216,3,564.301369,68.179452,7.127031,60.591108,6209,778
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,0.419167,3,431.252741,70.556491,10.201106,61.540923,2223,779
050902,AYACUCHO,SUCRE,BELEN,0.419073,3,516.99265,66.926385,7.733716,69.435145,615,780
120419,JUNIN,JAUJA,MONOBAMBA,0.418738,3,580.76133,71.338869,6.203774,59.450534,1130,781
020301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,0.418727,3,503.879106,70.134331,7.528405,65.258628,3119,782
150903,LIMA,OYON,CAUJUL,0.418712,3,478.532246,80.945926,8.311096,41.751649,880,783
160701,LORETO,DATEM DEL MARAÑON,BARRANCA,0.418707,3,690.528779,72.839091,7.067375,32.310291,13672,784
021308,ANCASH,MARISCAL LUZURIAGA,MUSGA,0.418557,3,545.842806,69.599438,7.554553,55.911926,846,785
010606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,0.418452,3,691.153199,71.870291,5.968945,42.292904,1570,786
100609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,0.418417,3,694.645738,72.188056,5.109504,51.979597,4014,787
080904,CUSCO,LA CONVENCION,MARANURA,0.418354,3,445.441546,78.60421,7.014702,65.972024,4086,788
080908,CUSCO,LA CONVENCION,SANTA TERESA,0.418338,3,507.298977,76.398841,6.559126,59.363989,5046,789
200804,PIURA,SECHURA,CRISTO NOS VALGA,0.418056,3,581.538451,71.122849,6.512474,55.374589,4274,790
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,0.418002,3,820.362576,71.869158,6.099244,28.443639,2856,791
211206,PUNO,SANDIA,QUIACA,0.417656,3,490.386557,70.209613,6.558749,81.737851,2282,792
080405,CUSCO,CALCA,PISAC,0.416864,3,505.036945,76.749402,6.067768,64.553274,10179,793
120417,JUNIN,JAUJA,MASMA CHICCHE,0.416738,3,545.689924,75.448582,4.98537,76.953818,591,794
211301,PUNO,YUNGUYO,YUNGUYO,0.416545,3,475.685053,74.771276,6.399479,73.328334,23517,795
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,0.416419,3,588.196724,75.425469,5.604992,54.700936,936,796
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,0.416396,3,631.610706,64.527708,7.110606,54.819239,3028,797
020606,ANCASH,CARHUAZ,MARCARA,0.416163,3,525.359988,82.135692,4.83283,67.781727,9466,798
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,0.41604,3,617.99089,68.763713,6.107473,57.446544,21466,799
030303,APURIMAC,ANTABAMBA,HUAQUIRCA,0.415805,3,762.481769,59.719098,7.126354,47.244752,1659,800
050503,AYACUCHO,LA MAR,AYNA,0.41563,3,537.03674,73.794651,6.388915,58.148418,10572,801
151021,LIMA,YAUYOS,MIRAFLORES,0.415099,3,953.749016,72.235628,8.627133,12.358409,330,802
180202,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,0.414899,3,407.6279,83.569473,6.304404,73.849509,1764,803
040512,AREQUIPA,CAYLLOMA,MACA,0.414889,3,447.908595,80.884713,6.932131,57.973225,575,804
200109,PIURA,PIURA,LA ARENA,0.414819,3,602.682638,77.829037,5.286736,50.466337,38807,805
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,0.414756,3,525.798289,73.062598,6.147659,65.358561,1457,806
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,0.414593,3,611.335726,65.797953,8.342676,43.608982,1352,807
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,0.414495,3,643.677931,73.497943,5.896172,44.130554,13394,808
150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,0.414441,3,488.589558,70.856608,7.398151,64.987215,1146,809
120802,JUNIN,YAULI,CHACAPALPA,0.414222,3,574.210085,75.105986,6.409264,46.633401,546,810
100901,HUANUCO,PUERTO INCA,PUERTO INCA,0.414221,3,715.447358,70.468567,6.414637,35.519418,6199,811
210401,PUNO,CHUCUITO,JULI,0.413855,3,440.156452,72.423658,7.422479,75.187828,19965,812
021404,ANCASH,OCROS,CARHUAPAMPA,0.413811,3,450.24073,79.897749,6.978778,57.956483,722,813
021105,ANCASH,HUARMEY,MALVAS,0.413808,3,480.502232,76.498507,7.593034,51.147033,726,814
120415,JUNIN,JAUJA,MARCO,0.413335,3,497.333013,72.16198,7.382511,58.360287,1219,815
190207,PASCO,DANIEL ALCIDES CARRION,TAPUC,0.412797,3,423.220214,76.52633,7.008568,73.741769,3754,816
