UBIGEO,NOM_DPTO,NOM_PROV,NOM_DIST,pct_sin_cobertura,BASE_norm,pct_escuelas_operativas,S1_raw,S1_norm,pct_establecimientos_operativos,S2_raw,S2_norm,calidad_conexion,S3_raw,S3_norm,tiene_dependencia_policial,pct_operativas,S4_raw,S4_norm,IVDC_sectorial,IVDC_v2,quintil_ivdc_v2,IDH,quintil_idh,ingreso_per_capita,esperanza_vida,anios_educacion,IDH_num
150114,LIMA,LIMA,LA MOLINA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.845217,5,1939.467209,80.647669,14.70027,0.845217
150116,LIMA,LIMA,LINCE,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.842428,5,2037.326546,80.467942,12.702343,0.842428
150113,LIMA,LIMA,JESUS MARIA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.83719,5,1989.773896,80.41921,13.037629,0.83719
150120,LIMA,LIMA,MAGDALENA DEL MAR,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.833929,5,1986.267298,80.461971,12.999281,0.833929
150121,LIMA,LIMA,PUEBLO LIBRE,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.833695,5,1936.245752,80.471,13.182552,0.833695
150122,LIMA,LIMA,MIRAFLORES,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.83264,5,1925.786897,80.31446,13.965074,0.83264
150130,LIMA,LIMA,SAN BORJA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.823616,5,1867.853206,80.641345,13.635913,0.823616
150136,LIMA,LIMA,SAN MIGUEL,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.822401,5,1966.554093,80.326177,12.776359,0.822401
150104,LIMA,LIMA,BARRANCO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.820764,5,1956.551731,80.149769,12.592455,0.820764
150141,LIMA,LIMA,SURQUILLO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,3,2,0.4,0.0,,100.0,1.0,0.85,0.653846,4,0.817114,5,1940.453432,80.217404,12.295076,0.817114
150105,LIMA,LIMA,BREÑA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.812114,5,1868.666016,79.979044,12.905725,0.812114
150140,LIMA,LIMA,SANTIAGO DE SURCO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.801757,5,1766.148806,80.484873,13.156716,0.801757
150134,LIMA,LIMA,SAN LUIS,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.793258,5,1769.655751,81.516311,11.778593,0.793258
150131,LIMA,LIMA,SAN ISIDRO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.788832,5,1641.655293,80.35414,13.858206,0.788832
180303,MOQUEGUA,ILO,PACOCHA,33.33,0.3333,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.63461,4,0.767961,5,1718.803526,78.542827,12.908522,0.767961
040126,AREQUIPA,AREQUIPA,YANAHUARA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.765344,5,1507.422866,78.622655,13.790439,0.765344
150101,LIMA,LIMA,LIMA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.764685,5,1633.787715,80.236821,12.014176,0.764685
040101,AREQUIPA,AREQUIPA,AREQUIPA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.762167,5,1538.109987,78.825498,13.192212,0.762167
150117,LIMA,LIMA,LOS OLIVOS,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.758463,5,1628.566115,80.519223,11.33839,0.758463
150108,LIMA,LIMA,CHORRILLOS,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.758355,5,1662.777147,79.825956,11.463514,0.758355
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.753164,5,1599.636267,80.003126,11.742569,0.753164
070105,CALLAO,CALLAO,LA PUNTA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.752697,5,1556.718249,81.225202,12.939153,0.752697
150705,LIMA,HUAROCHIRI,CHICLA,51.43,0.5143,100.0,0.0,0.0,100.0,0.0,0.0,3,2,0.4,0.0,,100.0,1.0,0.35,0.31077,2,0.74811,5,1975.043673,71.690315,11.546293,0.74811
150138,LIMA,LIMA,SANTA MARIA DEL MAR,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.74666,5,1849.18807,79.0591,10.538937,0.74666
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.745374,5,1448.531794,79.458973,12.665196,0.745374
180106,MOQUEGUA,MARISCAL NIETO,TORATA,42.55,0.4255,100.0,0.0,0.0,100.0,0.0,0.0,2,3,0.6,0.0,,100.0,1.0,0.4,0.346969,2,0.743778,5,1843.898839,76.502682,10.365289,0.743778
150135,LIMA,LIMA,SAN MARTIN DE PORRES,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.741998,5,1554.686897,80.318223,11.084204,0.741998
150107,LIMA,LIMA,CHACLACAYO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.741054,5,1539.763506,80.728737,11.206344,0.741054
070104,CALLAO,CALLAO,LA PERLA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.739658,5,1455.248011,81.923121,11.863813,0.739658
080108,CUSCO,CUSCO,WANCHAQ,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.738901,5,1463.259092,77.128704,13.123553,0.738901
150513,LIMA,CAÑETE,SAN ANTONIO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.737676,5,1484.391525,79.669218,11.247038,0.737676
230302,TACNA,JORGE BASADRE,ILABAYA,7.14,0.0714,50.0,50.0,0.5,50.0,50.0,0.5,5,0,0.0,1.0,0.0,100.0,1.0,0.5,0.392854,2,0.736615,5,1861.252203,74.537188,11.117052,0.736615
150137,LIMA,LIMA,SANTA ANITA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.734731,5,1571.815098,80.700148,10.519505,0.734731
150801,LIMA,HUAURA,HUACHO,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.5,0.384615,2,0.732735,5,1405.669822,78.209038,13.642918,0.732735
150128,LIMA,LIMA,RIMAC,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.730004,5,1559.041186,80.217245,10.636846,0.730004
081304,CUSCO,URUBAMBA,MACHUPICCHU,23.68,0.2368,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.617908,4,0.729357,5,1576.324184,79.041312,10.793417,0.729357
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.729,5,1551.106644,80.509263,10.358587,0.729
070102,CALLAO,CALLAO,BELLAVISTA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.72852,5,1409.085241,81.606077,11.686408,0.72852
120805,JUNIN,YAULI,MOROCOCHA,14.29,0.1429,0.0,100.0,1.0,100.0,0.0,0.0,5,0,0.0,0.0,,100.0,1.0,0.5,0.401104,2,0.727764,5,1632.82079,80.047986,10.377666,0.727764
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,0.0,,100.0,1.0,0.25,0.192308,1,0.726691,5,1563.896288,78.010729,10.65317,0.726691
150129,LIMA,LIMA,SAN BARTOLO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.723834,5,1528.397784,79.665473,10.576618,0.723834
150110,LIMA,LIMA,COMAS,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.721893,5,1458.320609,80.090208,10.971588,0.721893
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.715116,5,1377.943848,79.576526,11.809757,0.715116
150115,LIMA,LIMA,LA VICTORIA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.714159,5,1482.479365,79.908299,10.522505,0.714159
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1,0.70679,5,1382.473893,79.529163,10.462097,0.70679
120810,JUNIN,YAULI,YAULI,15.58,0.1558,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.603888,4,0.704505,5,1573.7987,76.038669,10.75616,0.704505
150505,LIMA,CAÑETE,CHILCA,9.8,0.098,0.0,100.0,1.0,100.0,0.0,0.0,5,0,0.0,0.0,,100.0,1.0,0.5,0.395923,2,0.703305,5,1399.966152,79.27699,10.49598,0.703305
150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,3,2,0.4,0.0,,100.0,1.0,0.35,0.269231,1,0.702148,5,1364.915355,79.507523,9.739598,0.702148
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,4,1,0.2,1.0,100.0,0.0,0.0,0.05,0.038462,1,0.701939,5,1446.202888,77.751738,10.84321,0.701939
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.701053,5,1464.692616,79.628676,10.064318,0.701053
150127,LIMA,LIMA,PUNTA NEGRA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.699762,5,1568.892518,76.102463,10.594361,0.699762
150142,LIMA,LIMA,VILLA EL SALVADOR,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.699048,5,1432.504429,80.145979,10.004398,0.699048
150111,LIMA,LIMA,EL AGUSTINO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,3,2,0.4,0.0,,100.0,1.0,0.85,0.653846,4,0.697062,5,1428.892506,81.405012,9.635174,0.697062
230101,TACNA,TACNA,TACNA,5.56,0.0556,100.0,0.0,0.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.5,0.391031,2,0.696613,5,1371.819928,76.670661,11.654573,0.696613
150126,LIMA,LIMA,PUNTA HERMOSA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.695989,5,1549.281979,77.130703,10.144341,0.695989
150119,LIMA,LIMA,LURIN,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.690924,5,1476.835195,78.416261,9.826485,0.690924
150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.689812,5,1409.843227,79.880157,9.755251,0.689812
040110,AREQUIPA,AREQUIPA,MIRAFLORES,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.689308,5,1241.497645,78.724617,11.552714,0.689308
150103,LIMA,LIMA,ATE,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.686855,5,1425.449863,79.623632,9.209138,0.686855
150507,LIMA,CAÑETE,IMPERIAL,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,4,1,0.2,0.0,,100.0,1.0,0.3,0.230769,1,0.686345,5,1251.167233,82.297749,10.211792,0.686345
150516,LIMA,CAÑETE,ZUÑIGA,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1,0.686133,5,1567.042132,77.84585,8.99319,0.686133
230303,TACNA,JORGE BASADRE,ITE,4.76,0.0476,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1,0.686004,5,1598.337724,73.873679,9.721784,0.686004
150509,LIMA,CAÑETE,MALA,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1,0.685814,5,1281.046442,80.26354,10.090706,0.685814
040117,AREQUIPA,AREQUIPA,SACHACA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.685521,5,1299.542561,77.55287,11.09516,0.685521
150112,LIMA,LIMA,INDEPENDENCIA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,1,4,0.8,0.0,,100.0,1.0,0.95,0.730769,5,0.685338,5,1443.328322,80.043469,8.817292,0.685338
150514,LIMA,CAÑETE,SAN LUIS,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,0.0,,100.0,1.0,0.25,0.192308,1,0.685163,5,1422.698318,82.71533,8.299593,0.685163
150118,LIMA,LIMA,LURIGANCHO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.683195,5,1376.047242,78.608739,10.004202,0.683195
180301,MOQUEGUA,ILO,ILO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.683157,5,1346.786006,78.202981,10.671817,0.683157
080105,CUSCO,CUSCO,SAN SEBASTIAN,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.680629,5,1245.537239,77.514478,11.0444,0.680629
040705,AREQUIPA,ISLAY,MEJIA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.680307,5,1363.706616,77.944667,9.735922,0.680307
040305,AREQUIPA,CARAVELI,BELLA UNION,8.33,0.0833,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.59134,3,0.67976,5,1503.764204,85.0,8.647491,0.67976
170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,42.86,0.4286,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.651104,4,0.679577,5,1742.915674,82.06598,8.600322,0.679577
110304,ICA,NASCA,MARCONA,21.05,0.2105,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.613356,4,0.677143,5,1245.387207,80.274182,10.916739,0.677143
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.676407,5,1257.818804,80.939239,10.401247,0.676407
070101,CALLAO,CALLAO,CALLAO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.676201,5,1224.713201,80.996926,10.623435,0.676201
150502,LIMA,CAÑETE,ASIA,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,0.0,,100.0,1.0,0.25,0.192308,1,0.67407,5,1330.620821,78.062706,9.29636,0.67407
040103,AREQUIPA,AREQUIPA,CAYMA,33.33,0.3333,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.63461,4,0.673855,5,1199.618006,78.167304,11.266546,0.673855
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.672935,5,1400.86167,71.950345,10.480548,0.672935
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.669506,5,1162.805855,78.311572,11.148828,0.669506
040124,AREQUIPA,AREQUIPA,UCHUMAYO,2.44,0.0244,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.581146,3,0.668901,5,1190.454985,80.68275,10.46631,0.668901
150102,LIMA,LIMA,ANCON,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.668889,5,1392.956247,77.659716,9.343569,0.668889
040122,AREQUIPA,AREQUIPA,SOCABAYA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,4,1,0.2,0.0,,100.0,1.0,0.8,0.615385,4,0.666752,5,1187.188318,77.725199,11.061117,0.666752
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.664431,5,1154.977729,77.947568,11.207079,0.664431
110101,ICA,ICA,ICA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.663722,5,1084.329234,79.644605,11.724811,0.663722
150125,LIMA,LIMA,PUENTE PIEDRA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.663263,5,1289.452648,79.151556,9.62967,0.663263
040308,AREQUIPA,CARAVELI,CHAPARRA,16.07,0.1607,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,1.0,0.0,100.0,1.0,0.75,0.604737,4,0.663188,5,1296.462734,85.0,9.195113,0.663188
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.663175,5,1170.824149,78.63253,10.779495,0.663175
150508,LIMA,CAÑETE,LUNAHUANA,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1,4,0.8,0.0,,100.0,1.0,0.7,0.538462,2,0.662332,5,1301.904739,78.790223,8.426719,0.662332
150511,LIMA,CAÑETE,PACARAN,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1,0.661703,5,1241.63936,81.670193,8.934563,0.661703
150139,LIMA,LIMA,SANTA ROSA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.660577,5,1349.63493,77.160286,9.917281,0.660577
160101,LORETO,MAYNAS,IQUITOS,39.13,0.3913,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.644648,4,0.65982,5,1208.805729,74.393251,12.740331,0.65982
080101,CUSCO,CUSCO,CUSCO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.659084,5,1171.113417,75.614652,11.294407,0.659084
040309,AREQUIPA,CARAVELI,HUANUHUANU,62.96,0.6296,0.0,100.0,1.0,0.0,100.0,1.0,3,2,0.4,1.0,0.0,100.0,1.0,0.85,0.777345,5,0.658242,5,1316.254398,85.0,8.706275,0.658242
200101,PIURA,PIURA,PIURA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.658204,5,1124.177237,78.741055,11.334168,0.658204
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,30.43,0.3043,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.62959,4,0.658171,5,1382.445172,82.297404,9.1737,0.658171
220910,SAN MARTIN,SAN MARTIN,MORALES,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.657414,5,1372.338769,72.928243,9.765103,0.657414
040307,AREQUIPA,CARAVELI,CHALA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.655371,5,1185.214977,83.875839,9.684057,0.655371
110110,ICA,ICA,SAN JUAN BAUTISTA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.655051,5,1117.214694,80.792436,10.628873,0.655051
080104,CUSCO,CUSCO,SAN JERONIMO,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,0.0,,100.0,1.0,0.25,0.192308,1,0.654903,5,1156.114896,78.596375,10.432612,0.654903
150510,LIMA,CAÑETE,NUEVO IMPERIAL,6.9,0.069,100.0,0.0,0.0,100.0,0.0,0.0,5,0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1,0.654614,5,1293.647044,77.616468,9.075327,0.654614
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,5.56,0.0556,0.0,100.0,1.0,0.0,100.0,1.0,2,3,0.6,1.0,0.0,100.0,1.0,0.9,0.703855,5,0.653717,5,1426.963238,75.546894,8.977223,0.653717
150805,LIMA,HUAURA,HUALMAY,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.653365,5,1157.285327,78.294981,10.421389,0.653365
150504,LIMA,CAÑETE,CERRO AZUL,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.653161,5,1200.760854,78.925362,9.06059,0.653161
180302,MOQUEGUA,ILO,EL ALGARROBAL,25.64,0.2564,100.0,0.0,0.0,100.0,0.0,0.0,4,1,0.2,1.0,100.0,0.0,0.0,0.05,0.04142,1,0.651775,5,1325.524091,77.176174,9.976764,0.651775
150106,LIMA,LIMA,CARABAYLLO,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.649869,5,1246.479589,78.849674,9.217868,0.649869
040112,AREQUIPA,AREQUIPA,PAUCARPATA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.649763,5,1100.753356,78.506775,10.832142,0.649763
170204,MADRE DE DIOS,MANU,HUEPETUHE,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.649243,5,1511.465991,74.634605,8.305058,0.649243
210101,PUNO,PUNO,PUNO,15.55,0.1555,66.67,33.33,0.3333,60.0,40.0,0.4,5,0,0.0,1.0,0.0,100.0,1.0,0.433325,0.348877,2,0.64889,5,1230.336353,69.673123,11.701624,0.64889
040116,AREQUIPA,AREQUIPA,SABANDIA,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,3,2,0.4,0.0,,100.0,1.0,0.85,0.653846,4,0.648849,5,1180.955374,77.622129,10.31886,0.648849
150512,LIMA,CAÑETE,QUILMANA,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,1,4,0.8,0.0,,100.0,1.0,0.45,0.346154,2,0.64729,5,1314.365603,79.140315,8.385321,0.64729
151002,LIMA,YAUYOS,ALIS,20.0,0.2,100.0,0.0,0.0,100.0,0.0,0.0,3,2,0.4,0.0,,100.0,1.0,0.35,0.285385,2,0.646897,5,1245.610186,74.731261,10.839519,0.646897
081307,CUSCO,URUBAMBA,YUCAY,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.646744,5,1206.994438,79.231483,10.132838,0.646744
150123,LIMA,LIMA,PACHACAMAC,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.646311,5,1279.230283,77.518722,9.278997,0.646311
021809,ANCASH,SANTA,NUEVO CHIMBOTE,4.0,0.04,0.0,100.0,1.0,0.0,100.0,1.0,2,3,0.6,0.0,,100.0,1.0,0.9,0.700615,5,0.64596,5,1131.865713,78.639087,10.615651,0.64596
230108,TACNA,TACNA,POCOLLAY,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.576923,2,0.645954,5,1152.606145,77.267808,10.521084,0.645954
040701,AREQUIPA,ISLAY,MOLLENDO,10.0,0.1,0.0,100.0,1.0,0.0,100.0,1.0,5,0,0.0,0.0,,100.0,1.0,0.75,0.594231,3,0.645631,5,1179.265312,75.673341,10.479684,0.645631
040125,AREQUIPA,AREQUIPA,VITOR,0.0,0.0,0.0,100.0,1.0,0.0,100.0,1.0,1,4,0.8,1.0,0.0,100.0,1.0,0.95,0.730769,5,0.645585,5,1258.617288,78.588263,8.472481,0.645585
